Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-13	Advent Calendar 2010, Kingdoms (Day 12) - Pig with Apple	2010	4	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-14	Advent Calendar 2010, Kingdoms (Day 13) - Prince with Sword	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-15	Advent Calendar 2010, Kingdoms (Day 14) - Sword in the Stone	2010	5	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-16	Advent Calendar 2010, Kingdoms (Day 15) - Jousting Dummy with Helmet and Halberd	2010	6	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-17	Advent Calendar 2010, Kingdoms (Day 16) - Barmaid	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-18	Advent Calendar 2010, Kingdoms (Day 17) - Keg with Tap	2010	7	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-19	Advent Calendar 2010, Kingdoms (Day 18) - Cauldron	2010	4	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-20	Advent Calendar 2010, Kingdoms (Day 19) - Lion Knight with Spear	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-21	Advent Calendar 2010, Kingdoms (Day 20) - Catapult	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-22	Advent Calendar 2010, Kingdoms (Day 21) - Lion Knight Scale Mail with Quiver and Crossbow	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-23	Advent Calendar 2010, Kingdoms (Day 22) - Owl in Tree	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-24	Advent Calendar 2010, Kingdoms (Day 23) - Cooking Table with Frying Pan	2010	?	? x ? x ?
390	Holiday & Event / Advent Sub-Set / Castle / Kingdoms	7952-25	Advent Calendar 2010, Kingdoms (Day 24) - Blue Wizard with Wand	2010	?	? x ? x ?
166	Educational & Dacta / Mindstorms / NXT	9695-1	Mindstorms Education Resource Set	2010	1990	42 x 31 x 15.5
67	Town / City / Farm	66358-1	City Super Pack 3 in 1 (7634, 7635, 7684)	2010	1242	47.6 x 37.3 x 8.9
390	Holiday & Event / Halloween	40012-1	Halloween Pumpkin polybag	2010	24	17 x 16.5 x 2
733	Atlantis	66365-1	Atlantis Super Pack 4 in 1 (8057, 8058, 8059, 8080)	2010	1408	58 x 37.5 x 8.5
976	LEGO Brand / LEGO Brand Store / Grand Opening	Miami-1	LEGO Store Grand Opening Exclusive Set, Aventura Mall, Miami, FL	2010	?	? x ? x ?
67	Town / City / Police	30011-1	Police Dinghy polybag	2010	29	17.2 x 16.9 x 1.3
67	Town / City / Airport	30012-1	Mini Airplane polybag	2010	36	17.3 x 16.7 x 1.6
67	Town / City / Police	30013-1	Police Quad polybag	2010	31	13.6 x 13.4 x 1.3
390	Holiday & Event / Advent Sub-Set / City	2824-2	Advent Calendar 2010, City (Day  1) - Snowman with Push Broom	2010	8.19	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-3	Advent Calendar 2010, City (Day  2) - Boy with Sword	2010	4.35	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-4	Advent Calendar 2010, City (Day  3) - Skateboard with Ramp and Railing	2010	11.68	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-5	Advent Calendar 2010, City (Day  4) - Toy Crane	2010	8.12	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-6	Advent Calendar 2010, City (Day  5) - Drum Set	2010	5.47	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-7	Advent Calendar 2010, City (Day  6) - Girl with Cat	2010	4.45	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-8	Advent Calendar 2010, City (Day  7) - Piano / Organ	2010	5.49	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-9	Advent Calendar 2010, City (Day  8) - Dog with Bowl and Sausage	2010	5.35	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-10	Advent Calendar 2010, City (Day  9) - Toy Airplane	2010	6.24	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-11	Advent Calendar 2010, City (Day 10) - Man with Suitcase	2010	4.57	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-12	Advent Calendar 2010, City (Day 11) - Fireplace	2010	10.52	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-13	Advent Calendar 2010, City (Day 12) - Sled with Wood and Axe	2010	5.8	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-14	Advent Calendar 2010, City (Day 13) - Toy Fire Truck	2010	6.7	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-15	Advent Calendar 2010, City (Day 14) - Woman with Bread	2010	5.07	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-16	Advent Calendar 2010, City (Day 15) - Table with Chairs and Lamp	2010	11.33	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-17	Advent Calendar 2010, City (Day 16) - Couch / Sofa	2010	9.21	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-18	Advent Calendar 2010, City (Day 17) - Shower Stall	2010	7.48	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-19	Advent Calendar 2010, City (Day 18) - Santa Claus (almost Naked) with Brush	2010	5.38	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-20	Advent Calendar 2010, City (Day 19) - Toy Train Car, Red	2010	8.69	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-21	Advent Calendar 2010, City (Day 20) - Toy Bulldozer	2010	7.98	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-22	Advent Calendar 2010, City (Day 21) - Toy Train Car, Yellow	2010	8.72	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-23	Advent Calendar 2010, City (Day 22) - Toy Helicopter	2010	6.55	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-24	Advent Calendar 2010, City (Day 23) - Christmas Tree	2010	13.31	? x ? x ?
390	Holiday & Event / Advent Sub-Set / City	2824-25	Advent Calendar 2010, City (Day 24) - Santa Claus with Toy Train Engine	2010	14.58	? x ? x ?
67	Town / City / Traffic	66362-1	City Super Pack 4 in 1 (3177, 3179, 8401, 8402)	2010	620	47.5 x 28 x 7.2
67	Town / City / Police	66363-1	City Super Pack 4 in 1 (7235, 7236, 7245, 7741)	2010	600	38 x 26 x 7
65	Star Wars / Star Wars Episode 4/5/6	66364-1	Star Wars Super Pack 3 in 1 (7749, 8083, 8084)	2010	677	53.5 x 28.2 x 5.6
65	Star Wars / Star Wars Episode 4/5/6	66368-1	Star Wars Super Pack 3 in 1 (8083, 8084, 8092)	2010	654	53.4 x 28 x 5.6
733	Atlantis	7985-1	City of Atlantis	2011	1353	47.5 x 37.3 x 6.7
67	Town / City / Police	7286-1	Prisoner Transport	2011	314	26.2 x 19.1 x 6.1
67	Town / City / Police	7287-1	Police Boat	2011	752	48 x 28 x 7
67	Town / City / Police	7498-1	Police Station	2011	2011	57.8 x 37.5 x 8.2
67	Town / City / Space Port	3368-1	Space Center	2011	1395	48 x 37.8 x 7.1
67	Town / City / Space Port	3367-1	Space Shuttle	2011	560	38.2 x 26.2 x 5.7
67	Town / City / Space Port	3366-1	Satellite Launch Pad	2011	300	26.2 x 19.1 x 6.1
67	Town / City / Space Port	3365-1	Space Moon Buggy	2011	61	12 x 9 x 4.6
166	Educational & Dacta / Technic / Supplemental	9668-1	Energy Display	2010	92	10 x 8 x 3.5
166	Educational & Dacta / Technic / Supplemental	9667-1	Solar Panel	2010	79	16 x 10 x 2.5
166	Educational & Dacta / Technic / Supplemental	9669-1	Electric Battery Box 9V 150 mAh (Rechargeable)	2010	55	8 x 4 x 4
166	Educational & Dacta / Technic / Supplemental	9670-1	E-Motor with Gear Reduction Ratio 9.5 : 1	2010	54	6 x 4 x 4
757	Pharaoh's Quest	7305-1	Scarab Attack	2011	52	12 x 9 x 4.4
757	Pharaoh's Quest	7306-1	Golden Staff Guardians	2011	114	19 x 14 x 4.7
757	Pharaoh's Quest	7307-1	Flying Mummy Attack	2011	319.7	28 x 26 x 4.4
757	Pharaoh's Quest	7325-1	Cursed Cobra Statue	2011	448	38.2 x 26.2 x 4.7
757	Pharaoh's Quest	7326-1	Rise of the Sphinx	2011	940	54 x 28 x 5.5
757	Pharaoh's Quest	7327-1	Scorpion Pyramid	2011	1800	58 x 37 x 8.6
733	Atlantis	7976-1	Ocean Speeder	2011	58	12.1 x 8.9 x 4.5
733	Atlantis	7977-1	Seabed Strider	2011	119	19 x 14 x 4.5
733	Atlantis	7978-1	Angler Attack	2011	306	27.9 x 25.8 x 4.4
733	Atlantis	7984-1	Deep Sea Raider	2011	480	38 x 26.2 x 5.5
759	Ninjago / The Golden Weapons / Spinners	2257-1	Spinjitzu Starter Set	2011	180	26 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2111-1	Kai	2011	100	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2112-1	Cole	2011	96	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2113-1	Zane	2011	100	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2114-1	Chopov	2011	95	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2115-1	Bonezai	2011	96	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2116-1	Krazi	2011	96	17.2 x 23 x 2.8
976	LEGO Brand / Promotional	Sphinx-1	Sphinx	2008	?	? x ? x ?
59	Mindstorms / NXT	MS1032-1	Infrared Receiver Sensor for Mindstorms NXT	2010	13	? x ? x ?
124	Train / RC Train	66374-1	City Super Pack 4 in 1 (7895, 7896, 7937, 7939)	2010	4650	77.5 x 52.5 x 13.5
390	Holiday & Event / Halloween	40013-1	Halloween Ghost polybag	2010	25	17.4 x 16.7 x 1.2
36	Technic / Model	66359-1	Technic Super Pack 4 in 1 (8049, 8259, 8260, 8293)	2010	1665	48 x 37.5 x 9
167	Duplo / Duplo, Town / Farm	66367-1	Duplo Farm Super Pack 3 in 1 (5649, 5644, 5646)	2010	?	? x ? x ?
390	Holiday & Event / Halloween	40014-1	Halloween Bat polybag	2010	25	? x ? x ?
422	Universal Building Set / Basic Model	2877-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	2875-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	1756-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	1758-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	1767-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	1768-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	1828-1	{Basic Promotional Set} polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic Model	2842-1	{Basic Promotional Set} polybag	1997	?	? x ? x ?
747	World Racers / Supplemental	4595400-1	Rocket Kit	2010	51	14 x 20 x 2
755	Universe	2853944-1	Universe Nexus Astronaut polybag	2010	6	13.5 x 13.5 x 0
227	Harry Potter	10217-1	Diagon Alley	2011	2330	57.5 x 37.3 x 8.5
390	Holiday & Event / Thanksgiving	40011-1	Thanksgiving Turkey polybag	2010	37.83	20 x 17 x 1.5
390	Holiday & Event / Christmas	40008-1	Snowman Building Set polybag	2010	34	20 x 16.9 x 1
390	Holiday & Event / Christmas	40010-1	Santa with Sleigh Building Set polybag	2010	46	20 x 17 x 1
390	Holiday & Event / Christmas	40009-1	Holiday Building Set polybag	2010	42	20 x 17 x 1.5
976	LEGO Brand / LEGO Brand Store / Grand Opening	Glendale-1	LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ	2010	90.95	8 x 16 x 4
746	Collectible Minifigures / Series  4 Minifigures	8804-1	Minifigure, Series 4 (Complete Random Set of 1 Minifigure)	2011	11	8.7 x 11.8 x 1.5
976	LEGO Brand / LEGO Brand Store / Grand Opening	Newark-1	LEGO Store Grand Opening Exclusive Set, Christiana Mall, Newark, DE	2010	?	? x ? x ?
755	Universe	55001-1	Universe Rocket polybag	2010	56	23 x 22.5 x 2
36	Technic / Model / Traffic	8070-1	Supercar	2011	1950	58.2 x 37.8 x 8.7
749	Hero Factory / Villains	2235-1	Fire Lord	2011	392	26.2 x 28.2 x 4.6
749	Hero Factory / Villains	2192-1	Drilldozer	2011	220	14.1 x 26.2 x 6.1
749	Hero Factory / Villains	2193-1	Jetbug	2011	220	14.1 x 26.2 x 6.1
749	Hero Factory / Villains	2194-1	Nitroblast	2011	220	14.1 x 26.2 x 6.1
67	Town	78579-2	Action Pack	1998	?	? x ? x ?
423	Classic / Basic Set	700.5-2	Gift Package	1956	255	20 x 18.25 x 2.5
976	LEGO Brand / LEGO Brand Store / Grand Opening	Troy-1	LEGO Store Grand Opening Exclusive Set, Somerset Collection, Troy, MI	2010	76	? x ? x ?
976	LEGO Brand / LEGO Brand Store / Grand Opening	Nuremberg-1	LEGO Store Grand Opening Exclusive Set, Nuremberg (Nürnberg), Germany	2010	?	? x ? x ?
390	Holiday & Event / Christmas	4613985-1	Build a Bullseye Target Gift Card Promotional	2010	73.71	14 x 23 x 3.2
423	Classic / Basic Set	700.4-3	Gift Package	1956	?	? x ? x ?
67	Town / City / Police	7279-1	Police Minifigure Collection	2011	92.14	14 x 12.2 x 4.5
759	Ninjago / The Golden Weapons	2516-1	Ninja Training Outpost	2011	57	12.2 x 9.1 x 4.7
759	Ninjago / The Golden Weapons	2258-1	Ninja Ambush	2011	82	14 x 12 x 4.5
759	Ninjago / The Golden Weapons	2259-1	Skull Motorbike	2011	229	26.2 x 18.7 x 4.6
759	Ninjago / The Golden Weapons	2260-1	Ice Dragon Attack	2011	335	28.2 x 26.2 x 4.6
759	Ninjago / The Golden Weapons	2263-1	Turbo Shredder	2011	573	38.2 x 26.2 x 7.1
759	Ninjago / The Golden Weapons / Spinners	2504-1	Spinjitzu Dojo	2011	645	48 x 28.2 x 6.1
759	Ninjago / The Golden Weapons	2505-1	Garmadon's Dark Fortress	2011	1175	48 x 37.8 x 7.1
759	Ninjago / The Golden Weapons	2520-1	Battle Arena	2011	773	48 x 28.1 x 6
67	Town / City / Police	7285-1	Police Dog Unit	2011	146	19.1 x 14.1 x 6.1
67	Town / City / Police	7288-1	Mobile Police Unit	2011	878	53.8 x 28 x 5.5
746	Collectible Minifigures / Series  3 Minifigures	col03-16	Baseball Player, Series 3 (Complete Set with Stand and Accessories)	2011	10.1	8.7 x 11.7 x 1
746	Collectible Minifigures / Series  3 Minifigures	col03-13	Space Alien, Series 3 (Complete Set with Stand and Accessories)	2011	10.5	8.7 x 11.7 x 1
746	Collectible Minifigures / Series  3 Minifigures	col03-10	Tennis Player, Series 3 (Complete Set with Stand and Accessories)	2011	10.1	8.7 x 11.7 x 1
171	Creator / Basic Set / Castle	5929-1	Knight and Castle Building Set	2011	187	19 x 14 x 6
171	Creator / Basic Model / Construction	5761-1	Mini Digger	2011	96	10.2 x 14.3 x 4.8
171	Creator / Basic Model / Airport	5762-1	Mini Plane	2011	96	10.2 x 14.3 x 4.8
171	Creator / Model / Race	5763-1	Dune Hopper	2011	272	26.2 x 14.1 x 4.8
171	Creator / Basic Set / Airport	5933-1	Airport Building Set	2011	490	28 x 26 x 7.5
171	Creator / Basic Set / Construction	5930-1	Road Construction Building Set	2011	179	19 x 14 x 6
171	Creator / Model / Building	5766-1	Log Cabin	2011	854	38 x 26 x 5.5
171	Creator / Model / Traffic	5765-1	Transport Truck	2011	424	35.4 x 19.1 x 5.9
171	Creator / Model / Robot	5764-1	Rescue Robot	2011	261	19.1 x 26 x 4.3
167	Duplo / Basic Set	1664-1	Bird	1992	?	? x ? x ?
167	Duplo / Duplo, Town / Circus	1672-1	Circus	1990	?	? x ? x ?
422	Universal Building Set / Basic Model	1724-1	Bird	1994	?	? x ? x ?
422	Universal Building Set / Basic Model	1725-1	Dinosaur	1994	?	? x ? x ?
422	Universal Building Set / Basic Model	1726-1	Girl	1994	?	? x ? x ?
422	Universal Building Set / Basic Model	1727-1	Horse	1994	?	? x ? x ?
167	Duplo / Basic Set	1945-1	{Duplo Set}	1994	?	? x ? x ?
179	Racers / Tiny Turbos	8301-1	Urban Enforcer	2011	93	10.2 x 14.5 x 4.8
759	Ninjago / The Golden Weapons	2519-1	Skeleton Bowling	2011	531	28 x 25.8 x 6.1
759	Ninjago / The Golden Weapons / Spinners	2170-1	Cole DX	2011	96	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2171-1	Zane DX	2011	99	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2172-1	Nya	2011	96	17.2 x 23 x 2.8
759	Ninjago / The Golden Weapons / Spinners	2173-1	Nuckal	2011	98	17.2 x 23 x 2.8
167	Duplo / Cars	5817-1	Agent Mater	2011	270	26.2 x 19.1 x 7
167	Duplo / Cars	5818-1	Luigi's Italian Place	2011	360	35.4 x 19.1 x 7
167	Duplo / Cars	5819-1	Tokyo Racing	2011	710	38.2 x 26.2 x 9.4
167	Duplo / Cars	5828-1	Big Bentley	2011	1125	47.8 x 27.9 x 8.8
167	Duplo / Cars	5829-1	The Pit Stop	2011	1070	54 x 28.2 x 9.1
748	Cars	8200-1	Radiator Springs Lightning McQueen	2011	70	14.1 x 12.2 x 4.6
748	Cars	8201-1	Classic Mater	2011	80	14.1 x 12.2 x 4.6
748	Cars	8206-1	Tokyo Pit Stop	2011	200	26.2 x 14.1 x 4.8
748	Cars	8423-1	World Grand Prix Racing Rivalry	2011	220	26.2 x 14.1 x 6.1
748	Cars	8424-1	Mater’s Spy Zone	2011	210	26.2 x 14.1 x 6.1
748	Cars	8426-1	Escape at Sea	2011	320	26.2 x 19.1 x 6.1
748	Cars	8484-1	Ultimate Build Lightning McQueen	2011	510	35.4 x 19.1 x 9.1
748	Cars	8486-1	Mack’s Team Truck	2011	810	38.2 x 26.2 x 9.4
748	Cars	8487-1	Flo’s V8 Cafe (Flo's V8 Café)	2011	963.8	54 x 28.2 x 7.85
167	Duplo	66344-1	Duplo Super Pack 4 in 1 (5643, 5644, 5645, 5646)	2010	?	? x ? x ?
746	Collectible Minifigures / Series  3 Minifigures	4614581-1	Minifigure, Series 3 (Box of 60)	2011	862	28.2 x 19.8 x 12.5
171	Creator / Basic Set	5932-1	My First LEGO Set	2011	473.4	19.1 x 19.1 x 12.8
67	Town / City / Police	3658-1	Police Helicopter	2011	515	38.2 x 26.2 x 5.7
124	Train / Supplemental / RC Train	7499-1	Flexible and Straight Tracks	2011	315	26.2 x 19.1 x 6.1
749	Hero Factory / Heroes	2141-1	Surge 2.0	2011	160	11.5 x 18 x 6
749	Hero Factory / Heroes	2063-1	Stormer 2.0	2011	160	11.5 x 18 x 6
749	Hero Factory / Heroes	2065-1	Furno 2.0	2011	160	11.5 x 18 x 6
749	Hero Factory / Heroes	2067-1	Evo 2.0	2011	160	11.5 x 18 x 6
749	Hero Factory / Heroes	2068-1	Nex 2.0	2011	160	11.5 x 18 x 6
749	Hero Factory / Heroes	2142-1	Breez 2.0	2011	160	11.5 x 18 x 6
179	Racers / Tiny Turbos	8302-1	Rod Rider	2011	93	10.2 x 14.5 x 4.8
179	Racers / Tiny Turbos	8303-1	Demon Destroyer	2011	93	10.2 x 14.5 x 4.8
179	Racers / Tiny Turbos	8304-1	Smokin' Slickster	2011	93	10.2 x 14.5 x 4.8
67	Town / City / Police	3661-1	Bank & Money Transfer	2011	901	53.5 x 27.5 x 5.5
167	Duplo / Winnie The Pooh	5945-1	Winnie the Pooh's Picnic	2011	157	19.1 x 14.1 x 6.1
167	Duplo / Winnie The Pooh	5946-1	Tigger's Expedition	2011	446	28.2 x 26.2 x 7.6
167	Duplo / Winnie The Pooh	5947-1	Winnie the Pooh's House	2011	790	38.2 x 26.2 x 9.4
65	Star Wars / Star Wars Clone Wars	7868-1	Mace Windu's Jedi Starfighter	2011	506	38 x 26 x 4.5
179	Racers / Power Racers	8221-1	Storming Enforcer	2011	265	26 x 14 x 7
179	Racers / Power Racers	8228-1	Sting Striker	2011	267	26 x 14 x 7
179	Racers / Power Racers	8231-1	Vicious Viper	2011	280	26 x 14 x 7
179	Racers / Power Racers	8227-1	Dragon Dueller	2011	249	26 x 14 x 7
757	Pharaoh's Quest	853176-1	Skeleton Mummy Battle Pack	2011	62	20.5 x 18 x 4
67	Town / City / Fire	66360-1	City Super Pack 4 in 1 (7207, 7213, 7241, 7942)	2010	2270	57.5 x 47.5 x 12
167	Duplo / Duplo, Town	5683-1	Market Place	2011	515	35.4 x 19.1 x 9.1
761	Pirates of the Caribbean	4195-1	Queen Anne’s Revenge	2011	1991	58 x 37.4 x 8
761	Pirates of the Caribbean	4194-1	Whitecap Bay	2011	1459	47.6 x 37.5 x 6.5
761	Pirates of the Caribbean	4193-1	The London Escape	2011	825	48 x 28 x 6
761	Pirates of the Caribbean	4192-1	Fountain of Youth	2011	273.7	26.2 x 19.1 x 4.6
761	Pirates of the Caribbean	4191-1	The Captain’s Cabin	2011	127	14.1 x 12.2 x 4.6
761	Pirates of the Caribbean	4183-1	The Mill	2011	693	38 x 26 x 5.5
761	Pirates of the Caribbean	4182-1	The Cannibal Escape	2011	422	35 x 19 x 5.5
761	Pirates of the Caribbean	4181-1	Isla De Muerta	2011	291	26.2 x 19.1 x 4.6
167	Duplo	6051-1	Play with Letters	2011	989	38.2 x 26.2 x 11.8
167	Duplo / Basic Set	5931-1	My First LEGO DUPLO Set	2011	443	19.1 x 19.1 x 12.8
167	Duplo / Duplo, Town / Police	5681-1	Police Station	2011	1420	48 x 37.8 x 9.4
167	Duplo / Duplo, Train	66361-1	Duplo Super Pack 3 in 1 (5608, 3774, 2734)	2010	?	? x ? x ?
65	Star Wars / Star Wars Episode 1	VP-12	Star Wars Value Pack (7121, 7151)	2000	904	38 x 34 x 6
976	LEGO Brand / LEGO Brand Store / Grand Opening	Minneapolis-2	LEGO Store Grand Re-opening Exclusive Set, Mall of America, Bloomington, MN	2010	43.7	? x ? x ?
746	Collectible Minifigures / Series  2 Minifigures	col02-1	Mariachi / Maraca Man, Series 2 (Complete Set with Stand and Accessories)	2010	11.6	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-2	Spartan Warrior, Series 2 (Complete Set with Stand and Accessories)	2010	11.1	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-3	Circus Ringmaster, Series 2 (Complete Set with Stand and Accessories)	2010	9.8	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-4	Witch, Series 2 (Complete Set with Stand and Accessories)	2010	12	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-5	Vampire, Series 2 (Complete Set with Stand and Accessories)	2010	10.4	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-6	Traffic Cop, Series 2 (Complete Set with Stand and Accessories)	2010	10.1	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-7	Explorer, Series 2 (Complete Set with Stand and Accessories)	2010	9.7	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-8	Lifeguard, Series 2 (Complete Set with Stand and Accessories)	2010	10.6	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-9	Mime, Series 2 (Complete Set with Stand and Accessories)	2010	10.5	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-10	Weightlifter, Series 2 (Complete Set with Stand and Accessories)	2010	10.4	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-11	Pop Star, Series 2 (Complete Set with Stand and Accessories)	2010	10.5	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-12	Skier, Series 2 (Complete Set with Stand and Accessories)	2010	11	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-13	Disco Dude, Series 2 (Complete Set with Stand and Accessories)	2010	10.8	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-14	Karate Master, Series 2 (Complete Set with Stand and Accessories)	2010	9.9	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-15	Surfer, Series 2 (Complete Set with Stand and Accessories)	2010	11.1	11.4 x 8.6 x 1
746	Collectible Minifigures / Series  2 Minifigures	col02-16	Pharaoh, Series 2 (Complete Set with Stand and Accessories)	2010	10.6	11.4 x 8.6 x 1
67	Town / City / Police	3648-1	Police Chase	2011	351	28.2 x 26.2 x 4.5
759	Ninjago / The Golden Weapons	4636204-1	Ninjago Promotional Giveaway polybag	2011	10	? x ? x ?
759	Ninjago / The Golden Weapons	2518-1	Nuckal’s ATV	2011	371	28 x 25.7 x 4.5
36	Technic / Model / Construction	8069-1	Backhoe Loader	2011	1040	47.9 x 28.2 x 7.4
746	Collectible Minifigures / Series  4 Minifigures	col04-14	Artist, Series 4 (Complete Set with Stand and Accessories)	2011	10	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-15	Ice Skater, Series 4 (Complete Set with Stand and Accessories)	2011	9.9	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-11	Soccer Player, Series 4 (Complete Set with Stand and Accessories)	2011	10.3	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-7	The Monster, Series 4 (Complete Set with Stand and Accessories)	2011	9.6	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-1	Lawn Gnome, Series 4 (Complete Set with Stand and Accessories)	2011	10.4	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-8	Hockey Player, Series 4 (Complete Set with Stand and Accessories)	2011	11.2	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-2	Kimono Girl, Series 4 (Complete Set with Stand and Accessories)	2011	10.7	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-16	Crazy Scientist, Series 4 (Complete Set with Stand and Accessories)	2011	10.6	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-13	Hazmat Guy, Series 4 (Complete Set with Stand and Accessories)	2011	11.4	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-3	Musketeer, Series 4 (Complete Set with Stand and Accessories)	2011	10.6	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-4	Punk Rocker, Series 4 (Complete Set with Stand and Accessories)	2011	10.1	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-10	Sailor, Series 4 (Complete Set with Stand and Accessories)	2011	9.8	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-9	Street Skater, Series 4 (Complete Set with Stand and Accessories)	2011	11.8	8.7 x 11.8 x 1.5
746	Collectible Minifigures / Series  4 Minifigures	col04-5	Surfer Girl, Series 4 (Complete Set with Stand and Accessories)	2011	11.4	8.7 x 11.8 x 1.5
